Filename,Short Timescale Slope,Long Timescale Slope,Long Timescale Intercept,Difference (short-long),Intersect X Coord,Intersect Y Coord,X Short Timescale Slope,X Long Timescale Slope,X Long Timescale Intercept,Y Short Timescale Slope,Y Long Timescale Slope,Y Long Timescale Intercept,X Difference (short-long),Y Difference (short-long),Difference of differences (x diff-y diff),x_Intersect X Coord,x_Intersect Y Coord,y_Intersect X Coord,y_Intersect Y Coord,Diff X Coord (x-y),Diff Y Coord (x-y),X Fit A Constant,X Time Constant (B),X Fit C Constant,Y Fit A Constant,Y Time Constant (B),Y Fit C Constant,Time Constant Difference (x-y),Number Cells First Frame,Number Cells Last Frame,Number Cells Average,Total Number Cells
A_S2_f1_f228,1.4789e+000,1.3437e+000,4.5324e-003,1.3516e-001,4.2313e+000,4.6525e+000,1.4603e+000,1.2320e+000,-8.6523e-002,1.4988e+000,1.4286e+000,-4.4939e-001,2.2831e-001,7.0150e-002,1.3185e+000,1.7949e+000,2.1722e+000,7.6952e-001,8.4241e-001,1.0253e+000,1.3298e+000,,,,,,,,,,,
